,Minirals,Prob
0,Quartz,0.7112329006195068
1,Quartz,0.2820807099342346
2,Quartz,0.7566347718238831
3,Quartz,0.6993966102600098
4,Chlorite,0.39845576882362366
5,Quartz,0.6579949855804443
6,Quartz,0.7575703859329224
7,Quartz,0.7589589953422546
8,Quartz,0.6130326986312866
9,Quartz,0.7636846899986267
10,Tourmaline,0.28906720876693726
11,Tourmaline,0.4650591313838959
12,Chlorite,0.33448368310928345
13,Chlorite,0.3443674147129059
14,Tourmaline,0.4758837819099426
15,Chlorite,0.4372880160808563
16,Quartz,0.5397084355354309
17,Muscovite,0.578581690788269
18,Biotite,0.6998488903045654
19,Chlorite,0.49072596430778503
20,Muscovite,0.44524863362312317
21,Muscovite,0.38025012612342834
22,Muscovite,0.43527114391326904
23,Muscovite,0.5151320695877075
24,Chlorite,0.4163239300251007
25,Muscovite,0.4153326451778412
26,Muscovite,0.706168532371521
27,Chlorite,0.35016685724258423
28,Muscovite,0.38176271319389343
29,Muscovite,0.6599183082580566
30,Chlorite,0.4080020487308502
31,Chlorite,0.4956547021865845
32,Chlorite,0.42547816038131714
33,Chlorite,0.4579050838947296
34,Biotite,0.6063467264175415
35,Biotite,0.8032521605491638
36,Chlorite,0.3595946729183197
37,Chlorite,0.6834809184074402
38,Chlorite,0.5170019268989563
39,Tourmaline,0.35821548104286194
40,Muscovite,0.3552505671977997
41,Chlorite,0.6842865943908691
42,Chlorite,0.39047718048095703
43,Tourmaline,0.32605987787246704
44,Muscovite,0.4778846800327301
45,Chlorite,0.3474138379096985
46,Biotite,0.47805604338645935
47,Muscovite,0.5524569749832153
48,Chlorite,0.44878867268562317
49,Chlorite,0.4747293293476105
50,Muscovite,0.5304604172706604
51,Muscovite,0.4196147918701172
52,Chlorite,0.39972588419914246
53,Muscovite,0.4173138737678528
54,Muscovite,0.6006355285644531
55,Muscovite,0.8250417709350586
56,Muscovite,0.4674861431121826
57,Muscovite,0.3929510712623596
58,Chlorite,0.38664719462394714
59,Muscovite,0.39451727271080017
60,Biotite,0.6341835260391235
61,Chlorite,0.47049960494041443
62,Biotite,0.4619034230709076
63,Muscovite,0.3595949709415436
64,Chlorite,0.33032867312431335
65,Biotite,0.7205392718315125
66,Biotite,0.8712165355682373
67,Biotite,0.9198744297027588
68,Biotite,0.46132978796958923
69,Biotite,0.41705918312072754
70,Muscovite,0.4115943908691406
71,Muscovite,0.4588300883769989
72,Muscovite,0.49659907817840576
73,Chlorite,0.4363500475883484
74,Muscovite,0.4402179718017578
75,Muscovite,0.5546566247940063
76,Muscovite,0.40356066823005676
77,Muscovite,0.6326556205749512
78,Muscovite,0.3033561408519745
79,Chlorite,0.4733757972717285
80,Tourmaline,0.4590543210506439
81,Chlorite,0.5108069777488708
82,Chlorite,0.5842669606208801
83,Biotite,0.5581185817718506
84,Chlorite,0.44997695088386536
85,Tourmaline,0.3144637644290924
86,Tourmaline,0.7427551746368408
87,Tourmaline,0.5522557497024536
88,Tourmaline,0.7307645082473755
89,Chlorite,0.5678920745849609
90,Chlorite,0.7115557789802551
91,Chlorite,0.7380968332290649
92,Chlorite,0.6244940161705017
93,Chlorite,0.6034218072891235
94,Chlorite,0.7196791172027588
95,Chlorite,0.757256269454956
96,Chlorite,0.7228313684463501
97,Chlorite,0.6199706196784973
98,Chlorite,0.7297930121421814
99,Chlorite,0.757641613483429
100,Muscovite,0.5617548227310181
101,Muscovite,0.8032805323600769
102,Muscovite,0.9029845595359802
103,Muscovite,0.6994116902351379
104,Biotite,0.428175687789917
105,Tourmaline,0.4104354977607727
106,Muscovite,0.49096158146858215
107,Chlorite,0.47191983461380005
108,Biotite,0.3399224579334259
109,Muscovite,0.4479309916496277
110,Muscovite,0.6845802068710327
111,Muscovite,0.5751118063926697
112,Muscovite,0.8704361319541931
113,Muscovite,0.657427966594696
114,Muscovite,0.43050268292427063
115,Muscovite,0.8421720266342163
116,Muscovite,0.7648518681526184
117,Muscovite,0.7546082735061646
118,Muscovite,0.657418429851532
119,Chlorite,0.5609519481658936
120,Tourmaline,0.43112292885780334
121,Muscovite,0.5380556583404541
122,Tourmaline,0.2902366816997528
123,Muscovite,0.6013776063919067
124,Tourmaline,0.3731442093849182
125,Tourmaline,0.7631368637084961
126,Tourmaline,0.36352086067199707
127,Tourmaline,0.3437959849834442
128,Tourmaline,0.30480867624282837
129,Chlorite,0.33655059337615967
130,Chlorite,0.4311380088329315
131,Chlorite,0.4311380088329315
132,Muscovite,0.4130401611328125
133,Quartz,0.4144597053527832
134,Muscovite,0.8364784121513367
135,Muscovite,0.8582717180252075
136,Muscovite,0.4841076135635376
137,Muscovite,0.4766372740268707
138,Muscovite,0.28469446301460266
139,Quartz,0.9445611834526062
140,Quartz,0.891095757484436
141,Quartz,0.8778016567230225
142,Muscovite,0.5644806027412415
143,Muscovite,0.5811957120895386
144,Muscovite,0.3892746865749359
145,Quartz,0.4625319540500641
146,Muscovite,0.7423911094665527
147,Muscovite,0.4520459771156311
148,Muscovite,0.5491456389427185
149,Muscovite,0.350756973028183
150,Muscovite,0.3502919673919678
151,Biotite,0.5433750152587891
152,Chlorite,0.7127650380134583
153,Chlorite,0.5568665862083435
154,Chlorite,0.7610495686531067
155,Chlorite,0.6803895235061646
156,Chlorite,0.6551332473754883
157,Chlorite,0.7106859087944031
158,Chlorite,0.7169461846351624
159,Chlorite,0.65839684009552
160,Chlorite,0.41697874665260315
161,Chlorite,0.712893545627594
162,Muscovite,0.45456767082214355
163,Muscovite,0.5527923703193665
164,Muscovite,0.4296033978462219
165,Muscovite,0.6513710021972656
166,Muscovite,0.5632830262184143
167,Quartz,0.7116597294807434
168,Quartz,0.35551998019218445
169,Quartz,0.5701916813850403
170,Tourmaline,0.37197914719581604
171,Quartz,0.3390130400657654
172,Tourmaline,0.36237281560897827
173,Tourmaline,0.6675041317939758
174,Muscovite,0.45646610856056213
175,Muscovite,0.4031180739402771
176,Muscovite,0.7257384061813354
177,Muscovite,0.3286226987838745
178,Muscovite,0.3757753372192383
179,Quartz,0.7873232364654541
180,Quartz,0.6674990057945251
181,Quartz,0.5335894227027893
182,Chlorite,0.4311380088329315
183,Chlorite,0.4311380088329315
184,Muscovite,0.5187397599220276
185,Chlorite,0.4746614396572113
186,Muscovite,0.6635757684707642
187,Muscovite,0.7078666090965271
188,Muscovite,0.5248641967773438
189,Muscovite,0.32394883036613464
190,Chlorite,0.4615141749382019
191,Biotite,0.490038126707077
192,Biotite,0.6174510717391968
193,Muscovite,0.6002602577209473
194,Muscovite,0.5989941358566284
195,Muscovite,0.531890869140625
196,Muscovite,0.49189430475234985
197,Muscovite,0.7423971891403198
198,Muscovite,0.8455125093460083
199,Muscovite,0.6741383075714111
200,Muscovite,0.4407790005207062
201,Muscovite,0.5112565159797668
202,Biotite,0.4493134617805481
203,Biotite,0.7659799456596375
204,Chlorite,0.6010345816612244
205,Chlorite,0.44742873311042786
206,Chlorite,0.38691118359565735
207,Chlorite,0.578180193901062
208,Chlorite,0.5338134169578552
209,Chlorite,0.5018120408058167
210,Chlorite,0.6143897771835327
211,Chlorite,0.8629628419876099
212,Chlorite,0.5827569961547852
213,Chlorite,0.41401731967926025
214,Biotite,0.3776988685131073
215,Tourmaline,0.35985276103019714
216,Chlorite,0.4680866599082947
217,Biotite,0.9408714175224304
218,Biotite,0.8752161264419556
219,Muscovite,0.6400469541549683
220,Muscovite,0.37376540899276733
221,Chlorite,0.42620158195495605
222,Chlorite,0.4222373366355896
223,Biotite,0.8026153445243835
224,Chlorite,0.4757654070854187
225,Chlorite,0.37349775433540344
226,Chlorite,0.3713650107383728
227,Chlorite,0.4159998595714569
228,Chlorite,0.5252154469490051
229,Chlorite,0.3968006670475006
230,Chlorite,0.3630874752998352
231,Chlorite,0.45911550521850586
232,Muscovite,0.40262943506240845
233,Chlorite,0.4749225974082947
234,Biotite,0.8373743891716003
235,Biotite,0.5500775575637817
236,Biotite,0.7831610441207886
237,Biotite,0.9066644310951233
238,Biotite,0.9229273796081543
239,Biotite,0.9153865575790405
240,Biotite,0.8116319179534912
241,Tourmaline,0.5147961378097534
242,Tourmaline,0.3994283974170685
243,Biotite,0.820077657699585
244,Chlorite,0.46361565589904785
245,Chlorite,0.6844510436058044
246,Chlorite,0.3484348654747009
247,Biotite,0.3314189314842224
248,Biotite,0.36383476853370667
249,Biotite,0.6388855576515198
250,Chlorite,0.5534078478813171
251,Chlorite,0.7156882882118225
252,Chlorite,0.7721550464630127
253,Chlorite,0.41454440355300903
254,Muscovite,0.8077647686004639
255,Muscovite,0.7729713916778564
256,Muscovite,0.8201150894165039
257,Muscovite,0.4736712574958801
258,Muscovite,0.5776394605636597
259,Muscovite,0.557185173034668
260,Muscovite,0.5152797698974609
261,Muscovite,0.6859290599822998
262,Muscovite,0.8062323331832886
263,Muscovite,0.8311575651168823
264,Muscovite,0.649369478225708
265,Muscovite,0.8065823316574097
266,Muscovite,0.5106571912765503
267,Muscovite,0.8538435101509094
268,Muscovite,0.79463791847229
269,Biotite,0.5197606682777405
270,Biotite,0.46008867025375366
271,Muscovite,0.7252473831176758
272,Muscovite,0.5786241888999939
273,Muscovite,0.5928541421890259
274,Muscovite,0.5105127096176147
275,Muscovite,0.4515162408351898
276,Muscovite,0.555417537689209
277,Muscovite,0.5237388610839844
278,Biotite,0.6411340832710266
279,Muscovite,0.7930470108985901
280,Muscovite,0.4587896466255188
281,Muscovite,0.4936164617538452
282,Tourmaline,0.39190343022346497
283,Biotite,0.5470120310783386
284,Muscovite,0.5799816250801086
285,Muscovite,0.7562167644500732
286,Muscovite,0.4786982238292694
287,Chlorite,0.37094220519065857
288,Muscovite,0.4779014587402344
289,Muscovite,0.428939551115036
290,Muscovite,0.4848882853984833
291,Muscovite,0.6547942757606506
292,Muscovite,0.8957055807113647
293,Muscovite,0.48428526520729065
294,Biotite,0.8186200857162476
295,Muscovite,0.3330759108066559
296,Tourmaline,0.5390921235084534
297,Muscovite,0.5478962659835815
298,Biotite,0.667974591255188
299,Biotite,0.8873178362846375
300,Biotite,0.9657504558563232
301,Biotite,0.7383986115455627
302,Biotite,0.6934309005737305
303,Biotite,0.8435912132263184
304,Muscovite,0.8936917185783386
305,Muscovite,0.8401228189468384
306,Muscovite,0.9262538552284241
307,Muscovite,0.8877218961715698
308,Muscovite,0.7067035436630249
309,Muscovite,0.8686320185661316
310,Muscovite,0.8931747674942017
311,Muscovite,0.8755207061767578
312,Muscovite,0.9467873573303223
313,Muscovite,0.9053376913070679
314,Chlorite,0.4311380088329315
315,Chlorite,0.4311380088329315
316,Muscovite,0.5376375913619995
317,Muscovite,0.46116313338279724
318,Biotite,0.47935789823532104
319,Muscovite,0.5359982252120972
320,Biotite,0.6815654635429382
321,Biotite,0.6077338457107544
322,Quartz,0.6325355768203735
323,Muscovite,0.6613041162490845
324,Biotite,0.5973978042602539
325,Muscovite,0.6933190822601318
326,Biotite,0.7077421545982361
327,Biotite,0.6850944757461548
328,Biotite,0.6778441071510315
329,Biotite,0.5366661548614502
330,Biotite,0.5035096406936646
331,Biotite,0.6047108173370361
332,Biotite,0.8578169941902161
333,Biotite,0.471190869808197
334,Biotite,0.9079130291938782
335,Biotite,0.39399388432502747
336,Biotite,0.6783231496810913
337,Muscovite,0.6830706000328064
338,Tourmaline,0.4987640082836151
339,Muscovite,0.5122692584991455
340,Muscovite,0.5909176468849182
341,Biotite,0.5053325295448303
342,Biotite,0.5794550776481628
343,Biotite,0.8869075775146484
344,Biotite,0.9211299419403076
345,Biotite,0.3173063397407532
346,Muscovite,0.9176289439201355
347,Muscovite,0.8011921048164368
348,Muscovite,0.9337942600250244
349,Muscovite,0.8943537473678589
350,Muscovite,0.8918137550354004
351,Muscovite,0.8382722735404968
352,Muscovite,0.42090287804603577
353,Muscovite,0.7464636564254761
354,Muscovite,0.9211964011192322
355,Muscovite,0.8800539970397949
356,Muscovite,0.40439507365226746
357,Muscovite,0.32896021008491516
358,Chlorite,0.530589759349823
359,Muscovite,0.5556338429450989
360,Muscovite,0.7699854969978333
361,Muscovite,0.7092616558074951
362,Biotite,0.4615691602230072
363,Biotite,0.7928255200386047
364,Biotite,0.2846806049346924
365,Biotite,0.8974353075027466
366,Muscovite,0.646183431148529
367,Muscovite,0.6351332068443298
368,Muscovite,0.5198302865028381
369,Muscovite,0.7018254995346069
370,Biotite,0.8708401322364807
371,Muscovite,0.7111080288887024
372,Muscovite,0.8666324019432068
373,Muscovite,0.7013800740242004
374,Muscovite,0.6478242874145508
375,Muscovite,0.6858505010604858
376,Muscovite,0.8052846789360046
377,Muscovite,0.8063486814498901
378,Muscovite,0.9020635485649109
379,Muscovite,0.8993857502937317
380,Muscovite,0.905412495136261
381,Muscovite,0.5517087578773499
382,Muscovite,0.6494726538658142
383,Muscovite,0.623529314994812
384,Muscovite,0.8430204391479492
385,Muscovite,0.7271576523780823
386,Biotite,0.8185097575187683
387,Biotite,0.4019167423248291
388,Biotite,0.593815267086029
389,Biotite,0.7968730330467224
390,Muscovite,0.5280086398124695
391,Muscovite,0.5113381147384644
392,Biotite,0.9259037971496582
393,Biotite,0.8521996736526489
394,Biotite,0.9686408638954163
395,Biotite,0.707332193851471
396,Biotite,0.7660437226295471
397,Muscovite,0.5777345299720764
398,Muscovite,0.6177634596824646
399,Muscovite,0.6386745572090149
400,Biotite,0.6788241267204285
401,Biotite,0.47034621238708496
402,Biotite,0.4241926372051239
403,Biotite,0.5576038360595703
404,Biotite,0.9777405261993408
405,Biotite,0.9804723858833313
406,Biotite,0.5155894160270691
407,Biotite,0.3230551481246948
408,Tourmaline,0.5344891548156738
409,Tourmaline,0.3289486765861511
410,Biotite,0.5941482186317444
411,Chlorite,0.3828643560409546
412,Muscovite,0.4555822014808655
413,Biotite,0.7206257581710815
414,Biotite,0.6809400916099548
415,Biotite,0.516290009021759
416,Biotite,0.8174213767051697
417,Chlorite,0.3402966856956482
418,Muscovite,0.4700477123260498
419,Muscovite,0.39749976992607117
420,Biotite,0.6609099507331848
421,Biotite,0.5566960573196411
422,Biotite,0.9646459817886353
423,Biotite,0.977715790271759
424,Biotite,0.679359495639801
425,Biotite,0.6594853401184082
426,Biotite,0.6649771928787231
427,Biotite,0.42287519574165344
428,Biotite,0.7555301785469055
429,Biotite,0.6308289170265198
430,Muscovite,0.3665507733821869
431,Biotite,0.5494788289070129
432,Biotite,0.8315865993499756
433,Biotite,0.8859866261482239
434,Biotite,0.6761797070503235
435,Muscovite,0.4920424222946167
436,Muscovite,0.387259840965271
437,Tourmaline,0.3025570213794708
438,Muscovite,0.8172779083251953
439,Muscovite,0.6246132254600525
440,Muscovite,0.5981858372688293
441,Biotite,0.7140548825263977
442,Biotite,0.4358168840408325
443,Biotite,0.47093647718429565
444,Biotite,0.5104857087135315
445,Biotite,0.49818143248558044
446,Biotite,0.6472895741462708
447,Muscovite,0.7663986086845398
448,Muscovite,0.356632262468338
449,Biotite,0.4632309079170227
450,Biotite,0.6154553890228271
451,Biotite,0.5247576832771301
452,Biotite,0.8215245604515076
453,Biotite,0.8007607460021973
454,Biotite,0.49866241216659546
455,Biotite,0.5214189887046814
456,Biotite,0.6049512028694153
457,Muscovite,0.5475252270698547
458,Biotite,0.5491965413093567
459,Muscovite,0.5340614318847656
460,Biotite,0.5300227999687195
461,Biotite,0.8271744251251221
462,Biotite,0.6311894059181213
463,Biotite,0.7089428901672363
464,Muscovite,0.5508811473846436
465,Muscovite,0.4744913876056671
466,Muscovite,0.8389652371406555
467,Muscovite,0.5642954707145691
468,Muscovite,0.7818875312805176
469,Muscovite,0.9164401888847351
470,Muscovite,0.8666424751281738
471,Muscovite,0.7611514329910278
472,Muscovite,0.7626598477363586
473,Muscovite,0.9352827668190002
474,Muscovite,0.5885058045387268
475,Chlorite,0.4018409848213196
476,Biotite,0.8052701354026794
477,Tourmaline,0.5186888575553894
478,Tourmaline,0.7194095253944397
479,Biotite,0.4568876028060913
480,Biotite,0.5763406753540039
481,Muscovite,0.3729061484336853
482,Biotite,0.8202228546142578
483,Biotite,0.8844532370567322
484,Biotite,0.9701922535896301
485,Biotite,0.9901649355888367
486,Biotite,0.7497969269752502
487,Muscovite,0.46883055567741394
488,Muscovite,0.6987076997756958
489,Biotite,0.6774940490722656
490,Muscovite,0.7052270770072937
491,Biotite,0.7100808620452881
492,Biotite,0.8744837045669556
493,Biotite,0.7365795373916626
494,Biotite,0.9199991226196289
495,Biotite,0.732119083404541
496,Biotite,0.7130181789398193
497,Muscovite,0.8121854662895203
498,Muscovite,0.5623955130577087
499,Biotite,0.7474398612976074
500,Biotite,0.9421424269676208
501,Biotite,0.7153142094612122
502,Biotite,0.8125828504562378
503,Tourmaline,0.5310479998588562
504,Tourmaline,0.3321737051010132
505,Tourmaline,0.4381513297557831
506,Biotite,0.8801356554031372
507,Biotite,0.451743483543396
508,Biotite,0.9533717036247253
509,Muscovite,0.594211757183075
510,Biotite,0.8599727749824524
511,Biotite,0.5565128326416016
512,Biotite,0.6389009952545166
513,Biotite,0.9534558057785034
514,Biotite,0.9380766749382019
515,Biotite,0.9220939874649048
516,Biotite,0.8411290645599365
517,Biotite,0.43321558833122253
518,Biotite,0.5564817190170288
519,Biotite,0.7828198075294495
520,Biotite,0.7998539209365845
521,Biotite,0.9585245251655579
522,Biotite,0.8385817408561707
523,Biotite,0.7148075103759766
524,Biotite,0.7379634380340576
525,Biotite,0.5305831432342529
526,Biotite,0.9237617254257202
527,Biotite,0.4593552052974701
528,Biotite,0.9865125417709351
529,Biotite,0.9748631715774536
530,Biotite,0.722736656665802
531,Biotite,0.798429012298584
532,Biotite,0.9268641471862793
533,Biotite,0.8729739785194397
534,Biotite,0.5565715432167053
535,Biotite,0.7035313248634338
536,Biotite,0.9377304315567017
537,Biotite,0.7967523336410522
538,Biotite,0.900619626045227
539,Biotite,0.8666477203369141
540,Biotite,0.9709472060203552
541,Biotite,0.9660688042640686
542,Biotite,0.8485425710678101
543,Biotite,0.9670966267585754
544,Biotite,0.7341092228889465
545,Biotite,0.7997720241546631
546,Biotite,0.8490685820579529
547,Muscovite,0.486295610666275
548,Biotite,0.770977795124054
549,Biotite,0.9724177122116089
550,Biotite,0.8876623511314392
551,Muscovite,0.5940800905227661
552,Biotite,0.9153815507888794
553,Biotite,0.8521305918693542
554,Biotite,0.8200639486312866
555,Biotite,0.7859519124031067
556,Biotite,0.8745378255844116
557,Muscovite,0.48535987734794617
558,Biotite,0.6915255784988403
559,Biotite,0.6105234622955322
560,Biotite,0.8543680310249329
561,Biotite,0.9564954042434692
562,Biotite,0.7856370210647583
563,Biotite,0.7119251489639282
564,Biotite,0.8104901313781738
565,Biotite,0.9471466541290283
566,Biotite,0.7095031142234802
567,Biotite,0.46975645422935486
568,Muscovite,0.418536901473999
569,Biotite,0.905500054359436
570,Muscovite,0.783470094203949
571,Muscovite,0.34814146161079407
572,Muscovite,0.4797821044921875
573,Muscovite,0.5292224287986755
574,Biotite,0.9640415906906128
575,Biotite,0.9198163151741028
576,Muscovite,0.7595383524894714
577,Muscovite,0.37429457902908325
578,Muscovite,0.8456757068634033
579,Muscovite,0.8271875381469727
580,Chlorite,0.34036239981651306
581,Muscovite,0.4697364568710327
582,Muscovite,0.7291414141654968
583,Muscovite,0.7639482617378235
584,Muscovite,0.8078663349151611
585,Muscovite,0.8903820514678955
586,Muscovite,0.38884639739990234
587,Muscovite,0.8209604024887085
588,Muscovite,0.39825868606567383
589,Muscovite,0.6324490904808044
590,Chlorite,0.5873952507972717
591,Biotite,0.837266206741333
592,Biotite,0.5691484808921814
593,Chlorite,0.32244789600372314
594,Chlorite,0.34171706438064575
595,Biotite,0.29863226413726807
596,Tourmaline,0.528816282749176
597,Chlorite,0.5508420467376709
598,Muscovite,0.3664967715740204
599,Biotite,0.7086666226387024
600,Tourmaline,0.39683088660240173
601,Biotite,0.5108503699302673
602,Tourmaline,0.5022685527801514
603,Tourmaline,0.6533321142196655
604,Tourmaline,0.7519411444664001
605,Tourmaline,0.50071781873703
606,Biotite,0.8152060508728027
607,Muscovite,0.3790103495121002
608,Biotite,0.5358595252037048
609,Biotite,0.5942630767822266
610,Biotite,0.792359471321106
611,Biotite,0.9531651139259338
612,Biotite,0.9601085782051086
613,Biotite,0.5408624410629272
614,Biotite,0.83283931016922
615,Biotite,0.6252689957618713
616,Biotite,0.4504789412021637
617,Chlorite,0.3521086871623993
618,Biotite,0.29584264755249023
619,Muscovite,0.4893682599067688
620,Biotite,0.5787185430526733
621,Biotite,0.9448255300521851
622,Tourmaline,0.8088318109512329
623,Tourmaline,0.295899897813797
624,Tourmaline,0.5496224761009216
625,Biotite,0.6383326053619385
626,Biotite,0.8235358595848083
627,Muscovite,0.46406319737434387
628,Biotite,0.7559912204742432
629,Biotite,0.9065700769424438
630,Biotite,0.8427950739860535
631,Biotite,0.9535282850265503
632,Biotite,0.8197261095046997
633,Biotite,0.47502240538597107
634,Tourmaline,0.4072311818599701
635,Biotite,0.7213281393051147
636,Biotite,0.4101685881614685
637,Tourmaline,0.6083314418792725
638,Tourmaline,0.4566318690776825
639,Biotite,0.8465126156806946
640,Tourmaline,0.39040854573249817
641,Tourmaline,0.43357133865356445
642,Tourmaline,0.3361889123916626
643,Biotite,0.4284202754497528
644,Biotite,0.8090031147003174
645,Biotite,0.964522123336792
646,Biotite,0.3991846740245819
647,Muscovite,0.8167500495910645
648,Biotite,0.6246943473815918
649,Biotite,0.7473869323730469
650,Tourmaline,0.44623345136642456
651,Biotite,0.4646414518356323
652,Biotite,0.6092491149902344
653,Ilmenite,0.5435494780540466
654,Tourmaline,0.4822148084640503
655,Tourmaline,0.3618984818458557
656,Muscovite,0.4679151177406311
657,Muscovite,0.9085094928741455
658,Tourmaline,0.45705726742744446
659,Tourmaline,0.5398533940315247
660,Tourmaline,0.4080837070941925
661,Chlorite,0.43183624744415283
662,Chlorite,0.3569822609424591
663,Muscovite,0.7110865116119385
664,Muscovite,0.8189111351966858
665,Muscovite,0.6352797746658325
666,Biotite,0.45305755734443665
667,Tourmaline,0.479648232460022
668,Biotite,0.843620240688324
669,Chlorite,0.5566654205322266
670,Biotite,0.3332982659339905
671,Biotite,0.7341324090957642
672,Biotite,0.8789317607879639
673,Biotite,0.790800929069519
674,Tourmaline,0.45638608932495117
675,Biotite,0.3755742907524109
676,Chlorite,0.38664987683296204
677,Chlorite,0.3724173605442047
678,Chlorite,0.34156981110572815
679,Chlorite,0.3674733340740204
680,Chlorite,0.4010169208049774
681,Chlorite,0.4030989408493042
682,Muscovite,0.4069662392139435
683,Chlorite,0.45757514238357544
684,Chlorite,0.44256308674812317
685,Chlorite,0.4729826748371124
